"word","n"
"birds",107
"disengage",107
"fassbender",107
"feed",107
"mr",107
"sanctuary",107
"scale",107
"shows",107
"stays",107
"swear",107
"understanding",107
"vexs",107
"bard",106
"bless",106
"boom",106
"boulder",106
"dance",106
"darts",106
"disposal",106
"east",106
"element",106
"footsteps",106
"horses",106
"perfectly",106
"planes",106
"skill",106
"task",106
"teleportation",106
"thordaks",106
"trained",106
"vote",106
"wet",106
"bolts",105
"buried",105
"cliff",105
"cocked",105
"don’t",105
"flip",105
"limp",105
"options",105
"remnants",105
"signs",105
"suit",105
"4d8",104
"battlefield",104
"bound",104
"clever",104
"depends",104
"negative",104
"test",104
"theme",104
"tinkering",104
"trammel",104
"37",103
"affected",103
"blazing",103
"celestial",103
"cloth",103
"dramatic",103
"goods",103
"intimidation",103
"jug",103
"poo",103
"seeking",103
"sink",103
"tied",103
"board",102
"catching",102
"dangling",102
"dealing",102
"focused",102
"frenzied",102
"grabbed",102
"levels",102
"magma",102
"meantime",102
"remind",102
"touching",102
"trigger",102
"truly",102
"wife",102
"wild",102
"2d6",101
"alright",101
"bend",101
"boxes",101
"cake",101
"calling",101
"cheek",101
"coffee",101
"counterspell",101
"cup",101
"grounds",101
"non",101
"outer",101
"releases",101
"spin",101
"tiefling",101
"3rd",100
"bastard",100
"block",100
"boss",100
"d12",100
"disguise",100
"easier",100
"horns",100
"kerr",100
"quarters",100
"remove",100
"sigil",100
"sticking",100
"trick",100
"warmth",100
"yo",100
"5",99
"bullet",99
"clothes",99
"cloudtop",99
"drift",99
"embedded",99
"gates",99
"gil",99
"matthew",99
"option",99
"post",99
"pouch",99
"spiral",99
"village",99
"1",98
"bought",98
"brains",98
"command",98
"crossed",98
"exciting",98
"foyer",98
"gern",98
"ideas",98
"knuckles",98
"opened",98
"paladin",98
"pee",98
"runes",98
"secrets",98
"spray",98
"sunlight",98
"uncle",98
"underdark",98
"weather",98
"39",97
"blows",97
"defense",97
"dry",97
"enchanted",97
"gross",97
"holes",97
"influence",97
"pause",97
"request",97
"shattered",97
"shiny",97
"spiritual",97
"thinks",97
"threat",97
"tough",97
"traveled",97
"vials",97
"younger",97
"dragged",96
"dying",96
"earned",96
"establishment",96
"events",96
"feathers",96
"fruit",96
"orcs",96
"powers",96
"risk",96
"speaks",96
"sweat",96
"thieves",96
"trail",96
"vial",96
"1d8",95
"ducks",95
"evenings",95
"hood",95
"minor",95
"pools",95
"remaining",95
"rounds",95
"spins",95
"surprised",95
"tend",95
"tova",95
"whose",95
"won",95
"zombie",95
"accept",94
"chunks",94
"clothing",94
"corpses",94
"craven",94
"designed",94
"everybodys",94
"flies",94
"fray",94
"grip",94
"kerrek",94
"lionel",94
"molten",94
"nods",94
"numbers",94
"pitch",94
"sensation",94
"spirit",94
"squeeze",94
"touches",94
"6th",93
"broke",93
"champion",93
"circular",93
"darkened",93
"enemy",93
"exists",93
"hotis",93
"illithid",93
"max",93
"mercer",93
"ord",93
"original",93
"planning",93
"returns",93
"riding",93
"rings",93
"servant",93
"shoots",93
"sinks",93
"slip",93
"snake",93
"surrounded",93
"swinging",93
"text",93
"1d6",92
"aint",92
"alongside",92
"among",92
"bahamut",92
"cinder",92
"circumstances",92
"clearly",92
"collapse",92
"cube",92
"d4",92
"d6",92
"dusk",92
"friendly",92
"kord",92
"press",92
"scatter",92
"smiles",92
"visit",92
"backwards",91
"checked",91
"collect",91
"completed",91
"cracked",91
"dies",91
"dissipates",91
"elder",91
"expression",91
"inspired",91
"instinctually",91
"moon",91
"nearest",91
"pleased",91
"plenty",91
"regardless",91
"shortly",91
"slot",91
"spark",91
"stayed",91
"wyverns",91
"zanror",91
"1000",90
"8d6",90
"bowstring",90
"charm",90
"clusters",90
"constructed",90
"contest",90
"festival",90
"fighter",90
"gauntlets",90
"overhead",90
"prime",90
"reduce",90
"singing",90
"smite",90
"spice",90
"stare",90
"terribly",90
"thar",90
"thoughts",90
"tour",90
"version",90
"worm",90
"amphala",89
"atmosphere",89
"blasts",89
"carve",89
"echo",89
"fade",89
"flayer",89
"laugh",89
"owe",89
"pair",89
"peace",89
"pulse",89
"sealed",89
"sisters",89
"subterranean",89
"00",88
"4",88
"anvil",88
"backs",88
"boost",88
"boys",88
"branches",88
"cellar",88
"chunk",88
"construct",88
"drive",88
"episodes",88
"fate",88
"flight",88
"grew",88
"leaning",88
"local",88
"naturally",88
"pockets",88
"ranger",88
"spinning",88
"stunned",88
"warrior",88
"adorable",87
"bead",87
"cry",87
"destruction",87
"fountain",87
"goal",87
"grows",87
"handsome",87
"keeper",87
"kiki",87
"layer",87
"orthax",87
"pretend",87
"rats",87
"rider",87
"signal",87
"switch",87
"vecnas",87
"wounded",87
"4th",86
"6",86
"adding",86
"answers",86
"beaten",86
"concentrating",86
"doubled",86
"event",86
"fires",86
"limited",86
"lips",86
"skeleton",86
"spoke",86
"succeeds",86
"thorns",86
"winters",86
"attuned",85
"basement",85
"blessed",85
"deity",85
"dirty",85
"eh",85
"flat",85
"gentlemen",85
"joke",85
"landed",85
"lungs",85
"pissed",85
"searching",85
"shh",85
"siege",85
"teach",85
"crafted",84
"directions",84
"eaten",84
"elementals",84
"flute",84
"ghost",84
"gotcha",84
"initial",84
"orcus",84
"pack",84
"pyramid",84
"term",84
"tome",84
"torch",84
"826la",83
"announce",83
"approaches",83
"audio",83
"bat",83
"cat",83
"coins",83
"creating",83
"demon",83
"describe",83
"effects",83
"frame",83
"freedom",83
"harder",83
"lack",83
"o",83
"pre",83
"provide",83
"resistant",83
"ruins",83
"rule",83
"sections",83
"telekinesis",83
"thorbir",83
"valley",83
"wheel",83
"yup",83
"2d4",82
"aloft",82
"armed",82
"arrival",82
"assist",82
"bowl",82
"charging",82
"chase",82
"classic",82
"closing",82
"clustered",82
"crying",82
"cursed",82
"dancing",82
"decision",82
"favored",82
"fey",82
"gaming",82
"gifts",82
"goblin",82
"innocent",82
"magics",82
"noble",82
"objects",82
"occasional",82
"official",82
"plates",82
"player",82
"prove",82
"streak",82
"terms",82
"tuesday",82
"ward",82
"whack",82
"42",81
"attune",81
"causes",81
"entry",81
"fifth",81
"incantation",81
"investigate",81
"match",81
"rising",81
"rug",81
"seat",81
"someones",81
"tiger",81
"types",81
"audience",80
"brian",80
"chroma",80
"crushed",80
"edition",80
"flank",80
"focusing",80
"footfalls",80
"kynan",80
"leaping",80
"lines",80
"marble",80
"raishans",80
"sa",80
"shale",80
"waist",80
"worn",80
"wrist",80
"distract",79
"drawing",79
"expected",79
"explain",79
"flashes",79
"flickering",79
"float",79
"frost",79
"fur",79
"gnomish",79
"headmaster",79
"hunger",79
"knight",79
"mistress",79
"physically",79
"plays",79
"pointed",79
"rears",79
"resides",79
"response",79
"shopping",79
"sphinx",79
"symbols",79
"tooma",79
"transport",79
"volcano",79
"1d10",78
"agreed",78
"backward",78
"courtyard",78
"critmas",78
"curve",78
"direct",78
"enjoyed",78
"fault",78
"forgotten",78
"ha",78
"hurts",78
"impacts",78
"length",78
"minds",78
"problems",78
"shore",78
"spikes",78
"stealthed",78
"tips",78
"appearance",77
"approaching",77
"attempting",77
"b",77
"begun",77
"chris",77
"christ",77
"glide",77
"hint",77
"hook",77
"lesson",77
"link",77
"lyra",77
"murder",77
"quarter",77
"reminder",77
"shatters",77
"shoes",77
"slammed",77
"social",77
"star",77
"stormwind",77
"survivors",77
"tents",77
"travels",77
"trickfoot",77
"worship",77
"backing",76
"burnt",76
"chambers",76
"crucible",76
"drifting",76
"followed",76
"frightened",76
"greatsword",76
"grown",76
"kern",76
"laser",76
"medicine",76
"office",76
"preparation",76
"pressure",76
"proximity",76
"reasonable",76
"responsible",76
"rested",76
"reveal",76
"saturday",76
"vanessa",76
"wanting",76
"wrapped",76
"400",75
"4d6",75
"apologies",75
"arcing",75
"blowing",75
"bramble",75
"brush",75
"camera",75
"cantrip",75
"contains",75
"convince",75
"detect",75
"ended",75
"goodness",75
"grappling",75
"hats",75
"instinctively",75
"jenga",75
"jewelry",75
"meaning",75
"offering",75
"reddish",75
"riders",75
"rip",75
"roads",75
"snaps",75
"spit",75
"sprigg",75
"thunder",75
"untouched",75
"wednesday",75
"aggressive",74
"civilization",74
"corners",74
"crap",74
"dire",74
"dumb",74
"enemies",74
"flanking",74
"hero",74
"instant",74
"introduce",74
"oi",74
"performance",74
"poke",74
"simon",74
"spire",74
"standard",74
"stealthing",74
"survived",74
"temperature",74
"trammels",74
"yank",74
"altar",73
"arrive",73
"brilliant",73
"capable",73
"carries",73
"criminal",73
"darting",73
"delicious",73
"dis",73
"dranzel",73
"endeavor",73
"fenthras",73
"flicker",73
"overall",73
"ozmit",73
"poop",73
"pressed",73
"released",73
"stride",73
"talented",73
"train",73
"vibrant",73
"wildmount",73
"bastion",72
"bust",72
"changing",72
"cheers",72
"continuing",72
"darker",72
"deals",72
"dome",72
"dozen",72
"footprints",72
"fucker",72
"goodbye",72
"horizon",72
"humans",72
"ignore",72
"jaws",72
"lick",72
"northern",72
"odd",72
"panel",72
"pat",72
"pixies",72
"record",72
"slaves",72
"sticks",72
"subscribers",72
"theater",72
"troll",72
"twenty",72
"’ve",71
"3d8",71
"active",71
"alcove",71
"alpha",71
"batman",71
"biggest",71
"crush",71
"destroying",71
"doctor",71
"elvish",71
"fists",71
"flowers",71
"freaking",71
"homes",71
"keys",71
"largely",71
"likely",71
"loves",71
"male",71
"married",71
"maximum",71
"movie",71
"pepperbox",71
"prefer",71
"private",71
"progress",71
"removed",71
"silent",71
"sneaky",71
"souls",71
"thread",71
"thrust",71
"trolls",71
"wink",71
"woo",71
"wraps",71
"backblaze",70
"bomb",70
"cask",70
"charming",70
"crimson",70
"families",70
"guidance",70
"gust",70
"hired",70
"inn",70
"jammed",70
"kicked",70
"parchment",70
"pictures",70
"se",70
"sharp",70
"study",70
"sunbeam",70
"swimming",70
"worries",70
"arrested",69
"blocking",69
"button",69
"christmas",69
"coasting",69
"collection",69
"counter",69
"desert",69
"feat",69
"filling",69
"frustrated",69
"gap",69
"guardian",69
"hack",69
"halloween",69
"instantly",69
"knife",69
"kymal",69
"lockheed",69
"louder",69
"mom",69
"mouse",69
"paths",69
"protected",69
"rare",69
"rises",69
"scar",69
"screams",69
"shrug",69
"spoken",69
"stats",69
"swoop",69
"texture",69
"vestige",69
"wildemount",69
"yelling",69
"acting",68
"adventurers",68
"balance",68
"basilisk",68
"bastions",68
"besides",68
"blinded",68
"brand",68
"changes",68
"curls",68
"curves",68
"drifts",68
"explodes",68
"frostweald",68
"golem",68
"hatch",68
"identify",68
"major",68
"minxie",68
"nuts",68
"perpetual",68
"remain",68
"reverse",68
"shademirk",68
"shame",68
"shaun",68
"shelf",68
"showed",68
"splits",68
"useless",68
"value",68
"waters",68
"whispered",68
"yennen",68
"1d4",67
"artifact",67
"becoming",67
"birth",67
"brave",67
"creep",67
"cups",67
"dissipate",67
"duty",67
"equipment",67
"exposed",67
"fantasy",67
"fields",67
"furniture",67
"hearts",67
"inspecting",67
"lifted",67
"lip",67
"loosely",67
"obsidian",67
"peoples",67
"political",67
"poorly",67
"recover",67
"rooftop",67
"shadowfell",67
"shards",67
"slick",67
"sold",67
"speech",67
"western",67
"winds",67
"wizard",67
"agreement",66
"ascertain",66
"brighter",66
"chromatic",66
"credit",66
"cuts",66
"dealt",66
"dope",66
"dress",66
"druids",66
"elbow",66
"enjoying",66
"exandria",66
"explode",66
"function",66
"hurting",66
"javelin",66
"joined",66
"mechanism",66
"nap",66
"pathway",66
"phone",66
"pointing",66
"purplish",66
"scenario",66
"senokir",66
"society",66
"songs",66
"supplies",66
"surrounds",66
"tells",66
"victory",66
"vord",66
"x",66
"yesterday",66
"york",66
"9",65
"alcohol",65
"attempted",65
"background",65
"bleed",65
"cerkonos",65
"chasm",65
"costume",65
"descend",65
"digging",65
"eagles",65
"evasion",65
"faintly",65
"fake",65
"frustration",65
"girls",65
"gloves",65
"ladder",65
"looming",65
"matters",65
"moonlight",65
"offense",65
"orders",65
"pages",65
"pure",65
"sends",65
"shouts",65
"sovereign",65
"stole",65
"struggle",65
"understood",65
"unique",65
"vault",65
"vorugals",65
"waking",65
"8",64
"adventures",64
"arkhan",64
"aura",64
"bell",64
"bog",64
"bronze",64
"candle",64
"carts",64
"charred",64
"connected",64
"druidcraft",64
"freezing",64
"kicking",64
"letters",64
"locks",64
"magically",64
"midnight",64
"neither",64
"piles",64
"rift",64
"serve",64
"shits",64
"slash",64
"spill",64
"storage",64
"transform",64
"troupe",64
"twin",64
"violent",64
"volcanic",64
"warning",64
"waves",64
"woke",64
"assholes",63
"ate",63
"awareness",63
"awoke",63
"beer",63
"brothers",63
"candles",63
"contain",63
"cracking",63
"creation",63
"divergence",63
"finest",63
"flare",63
"flower",63
"glyph",63
"goddess",63
"headed",63
"hydra",63
"momentum",63
"papers",63
"relationship",63
"soot",63
"spine",63
"spring",63
"steam",63
"swirling",63
"temples",63
"upset",63
"vegas",63
"whispering",63
"winged",63
"worthy",63
"announced",62
"attempts",62
"automatically",62
"aww",62
"battles",62
"became",62
"clutch",62
"colored",62
"deliver",62
"detail",62
"display",62
"draconian",62
"draws",62
"dropping",62
"emerging",62
"enhance",62
"ivan",62
"kerrion",62
"kinds",62
"ogre",62
"pistol",62
"prevent",62
"proving",62
"r",62
"required",62
"rpg",62
"sale",62
"tabletop",62
"thousands",62
"tracelessness",62
"41",61
"billowing",61
"blight",61
"chairs",61
"crystals",61
"delightful",61
"donations",61
"emanating",61
"exhausted",61
"exhaustion",61
"gear",61
"genuinely",61
"hashtag",61
"jumps",61
"nevertheless",61
"obscured",61
"palm",61
"perimeter",61
"personally",61
"pixie",61
"pyrah",61
"quarry",61
"retrieve",61
"sack",61
"safety",61
"scattering",61
"smack",61
"southern",61
"stealthily",61
"stopping",61
"titanstone",61
"tracking",61
"treasure",61
"void",61
"whips",61
"wishes",61
"4d4",60
"adjacent",60
"alluras",60
"blasted",60
"braving",60
"clearing",60
"companion",60
"concerned",60
"critrole",60
"designs",60
"disgusting",60
"doubt",60
"dozens",60
"dreams",60
"e",60
"exact",60
"failures",60
"fans",60
"firing",60
"flew",60
"gloomstalker",60
"groups",60
"halt",60
"heated",60
"horror",60
"icy",60
"impression",60
"intro",60
"knocks",60
"la",60
"matts",60
"melt",60
"noticing",60
"project",60
"provided",60
"pulsing",60
"ravenites",60
"reasons",60
"region",60
"related",60
"revealed",60
"screen",60
"slept",60
"sondur",60
"swarm",60
"swords",60
"threshold",60
"tossed",60
"vanished",60
"vast",60
"added",59
"aldor",59
"bathroom",59
"bazaar",59
"belly",59
"bucks",59
"calls",59
"carving",59
"casino",59
"circles",59
"cleared",59
"cloaks",59
"confusion",59
"controlled",59
"disappeared",59
"fabulous",59
"guarded",59
"laid",59
"load",59
"losing",59
"melora",59
"n",59
"paralyzed",59
"partway",59
"satchel",59
"security",59
"shimmer",59
"shimmering",59
"sore",59
"stealing",59
"stoneskin",59
"stronghold",59
"taller",59
"taught",59
"tune",59
"warhammer",59
"winter",59
"allows",58
"anti",58
"appropriate",58
"creative",58
"cunning",58
"curling",58
"date",58
"debt",58
"draconic",58
"dripping",58
"estate",58
"extended",58
"faerie",58
"fart",58
"foster",58
"growth",58
"hill",58
"intensity",58
"joy",58
"killer",58
"lets",58
"liked",58
"merch",58
"monsters",58
"noon",58
"plummet",58
"remembered",58
"repair",58
"revenge",58
"ropes",58
"simultaneously",58
"sinking",58
"sip",58
"splash",58
"succeeded",58
"summoned",58
"tattered",58
"thunderwave",58
"walkway",58
"20s",57
"2nd",57
"barrage",57
"blink",57
"boring",57
"borrow",57
"cabals",57
"chatroom",57
"circlet",57
"coals",57
"commune",57
"grant",57
"guardians",57
"guarding",57
"heals",57
"houses",57
"hurry",57
"issues",57
"kas",57
"longsword",57
"mainly",57
"mantle",57
"mary",57
"muck",57
"northwest",57
"patch",57
"phrase",57
"pink",57
"platforms",57
"react",57
"rear",57
"rot",57
"scars",57
"sewer",57
"shell",57
"sleight",57
"sorcerer",57
"stinger",57
"stock",57
"summon",57
"tale",57
"treat",57
"tricks",57
"unfortunate",57
"unseen",57
"ashes",56
"attach",56
"cells",56
"chuck",56
"clerics",56
"conflict",56
"contained",56
"conversations",56
"crevasse",56
"descends",56
"destiny",56
"device",56
"dicks",56
"disease",56
"donate",56
"extend",56
"features",56
"flavor",56
"greenish",56
"hilarious",56
"hovering",56
"impressed",56
"knocking",56
"lend",56
"loop",56
"lyceum",56
"magnificent",56
"nest",56
"positive",56
"presents",56
"race",56
"raises",56
"releasing",56
"requires",56
"respite",56
"riegel",56
"scratch",56
"season",56
"skip",56
"streaking",56
"subs",56
"swirl",56
"ton",56
"trunk",56
"usual",56
"vibration",56
"warriors",56
"aiming",55
"barrels",55
"bent",55
"brawl",55
"coat",55
"confident",55
"copy",55
"covering",55
"defeat",55
"destination",55
"discount",55
"drake",55
"eastern",55
"echoes",55
"elderly",55
"electrical",55
"emerges",55
"entering",55
"ew",55
"feather",55
"forced",55
"freed",55
"fucks",55
"greyspine",55
"inner",55
"inspiring",55
"intricate",55
"joe",55
"juice",55
"loudly",55
"maps",55
"messages",55
"misfire",55
"obelisk",55
"owner",55
"panels",55
"passive",55
"pet",55
"plain",55
"possibility",55
"properly",55
"pub",55
"reached",55
"refugees",55
"splinters",55
"squares",55
